ent_num,SDN_name,SDN_type,Program,Title,Call_Sign,Vess_type,Tonnage,GRT,Vess_flag,Vess_owner,Remarks
6832,"ECHEVERRY HERRERA, Hernando","individual","SDNT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Cedula No. 1625525 (Colombia)."
6853,"NEW IRISH REPUBLICAN ARMY",-0- ,"FTO] [SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; a.k.a. 'RIRA'; a.k.a. 'REAL IRA'; a.k.a. 'NEW IRA'; a.k.a. 'NIRA'."
6856,"AFGHAN, Sher","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1962; alt. DOB 1959; POB Pakistan."
6857,"CARDENAS GUILLEN, Osiel","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 18 May 1967; POB Mexico."
6858,"CARO QUINTERO, Miguel Angel","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 09 Mar 1963; POB Mexico."
6859,"CHANG, Ping Yun","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 07 Jan 1940; POB Burma."
6860,"GILBOA, Joseph","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 08 Apr 1943; POB Israel."
6861,"GUZMAN LOERA, Joaquin","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 25 Dec 1954; POB Mexico."
6862,"HAMIEH, Jamiel","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB Sep 1938."
6863,"HIGUERA GUERRERO, Ismael","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 17 Mar 1961; POB Mexico."
6864,"KHAN, Nasir Ali","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 01 Oct 1955; POB Pakistan."
6865,"MALHERBE DE LEON, Oscar","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 10 Jan 1964; POB Mexico."
6866,"RAMON MAGANA, Alcides","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 04 Sep 1957."
6895,"UNITED SELF-DEFENSE FORCES OF COLOMBIA",-0- ,"SDNTK] [SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
6896,"ASBAT AL-ANSAR",-0- ,"FTO] [SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
6897,"SALAFIST GROUP FOR CALL AND COMBAT",-0- ,"FTO] [SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
6898,"LIBYAN ISLAMIC FIGHTING GROUP",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
6899,"AL-ITIHAAD AL-ISLAMIYA",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
6900,"ISLAMIC ARMY OF ADEN",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
6901,"AL-ADL, Sayf","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1963; POB Egypt."
6903,"AL-WALID, Mahfouz Ould","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 01 Jan 1975; POB Mauritania; nationality Mauritania; Gender Male; a.k.a. 'ABU HAFS THE MAURITANIAN'."
6905,"HUSAYN, Zayn al-Abidin Muhammad","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 12 Mar 1971; POB Riyadh, Saudi Arabia; nationality Palestinian; Gender Male; Passport 484824 (Egypt) issued 18 Jan 1984; a.k.a. 'ABU ZUBAIDA'; a.k.a. 'ABU ZUBAYDAH'."
6906,"AL-IRAQI, Abd al-Hadi","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1961; POB Mosul, Iraq; nationality Iraq; Gender Male."
6907,"SHIHATA, Thirwat Salah","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 29 Jun 1960; POB Egypt."
6908,"AHMAD, Tariq Anwar al-Sayyid","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 15 Mar 1963; POB Alexandria, Egypt."
6910,"MAKHTAB AL-KHIDAMAT/AL KIFAH",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
6911,"WAFA HUMANITARIAN ORGANIZATION",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
6912,"AL RASHID TRUST",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Operations in Afghanistan: Herat, Jalalabad, Kabul, Kandahar, Mazar Sharif.  Also operations in: Kosovo, Chechnya."
6913,"MAMOUN DARKAZANLI IMPORT-EXPORT COMPANY",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
6915,"ABDULLAH, Abdullah Ahmed","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1963; POB Egypt; citizen Egypt; a.k.a. 'ABU MARIAM'; a.k.a. 'SALEH'."
6916,"ALI, Ahmed Mohammed Hamed","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1965; POB Egypt; citizen Egypt; a.k.a. 'ABU FATIMA'; a.k.a. 'ABU ISLAM'; a.k.a. 'ABU KHADIIJAH'; a.k.a. 'AHMED HAMED'; a.k.a. 'AHMED THE EGYPTIAN'; a.k.a. 'SHUAIB'."
6918,"AL-MUGHASSIL, Ahmad Ibrahim","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 26 Jun 1967; POB Qatif-Bab al Shamal, Saudi Arabia; citizen Saudi Arabia; a.k.a. 'ABU OMRAN'."
6919,"AL-NASSER, Abdelkarim Hussein Mohamed","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"POB Al Ihsa, Saudi Arabia; citizen Saudi Arabia."
6920,"AL-YACOUB, Ibrahim Salih Mohammed","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 16 Oct 1966; POB Tarut, Saudi Arabia; citizen Saudi Arabia."
6921,"ATWA, Ali","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1960; POB Lebanon; citizen Lebanon; Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations."
6923,"EL-HOORIE, Ali Saed Bin Ali","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 10 Jul 1965; alt. DOB 11 Jul 1965; POB El Dibabiya, Saudi Arabia; citizen Saudi Arabia."
6924,"FADHIL, Mustafa Mohamed","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 23 Jun 1976; POB Cairo, Egypt; citizen Egypt; alt. citizen Kenya; Kenyan ID No. 12773667; Serial No. 201735161; a.k.a. 'HUSSEIN'; a.k.a. 'ANIS, Abu'; a.k.a. 'YUSSRR, Abu'; a.k.a. 'KHALID'."
6925,"GHAILANI, Ahmed Khalfan","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 14 Mar 1974; alt. DOB 13 Apr 1974; alt. DOB 14 Apr 1974; alt. DOB 01 Aug 1970; POB Zanzibar, Tanzania; citizen Tanzania; a.k.a. 'AHMED, A.'; a.k.a. 'KHABAR, Abu'; a.k.a. 'BAKR, Abu'; a.k.a. ''FOOPIE''; a.k.a. ''FUPI''; a.k.a. ''AHMED THE TANZANIAN''."
6926,"IZZ-AL-DIN, Hasan","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1963; POB Lebanon; citizen Lebanon; Additional Sanctions Information - Subject to Secondary Sanctions Pursuant to the Hizballah Financial Sanctions Regulations; a.k.a. 'GARBAYA, AHMED'; a.k.a. 'SA-ID'."
6927,"MOHAMMED, Fazul Abdullah","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 25 Aug 1972; alt. DOB 25 Dec 1974; alt. DOB 25 Feb 1974; POB Moroni, Comoros Islands; citizen Comoros; alt. citizen Kenya; a.k.a. 'HAROON'; a.k.a. 'HARUN'; a.k.a. 'AL SUDANI, Abu Seif'."
6928,"MOHAMMED, Khalid Shaikh","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 14 Apr 1965; alt. DOB 01 Mar 1964; POB Kuwait; citizen Kuwait; Gender Male."
6931,"YASIN, Abdul Rahman","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 10 Apr 1960; POB Bloomington, Indiana USA; citizen United States; Passport 27082171 (United States) issued 21 Jun 1992; alt. Passport M0887925 (Iraq); SSN 156-92-9858 (United States); U.S.A. Passport issued 21 Jun 1992 in Amman, Jordan."
6932,"AL-HAMATI SWEETS BAKERIES",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
6935,"JAISH-I-MOHAMMED",-0- ,"FTO] [SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
6936,"JAM'YAH TA'AWUN AL-ISLAMIA",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
6937,"RABITA TRUST",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
6938,"AGHA, Haji Abdul Manan","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
6939,"AL-AHDAL, Mohammad Hamdi Mohammad Sadiq","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 19 Nov 1971; POB Medina, Saudi Arabia; nationality Yemen; Gender Male; Passport 541939 (Yemen) issued 31 Jul 2000; National ID No. 216040 (Yemen); a.k.a. 'AL-MAKKI, Abu Asim'."
6940,"AL-HAQ, Amin","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1960; POB Nangahar Province, Afghanistan."
6941,"HAMDAN, Salim Ahmad Salim","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1965; POB Al-Mukalla, Yemen; Passport 00385937 (Yemen)."
6944,"AL-SHARIF, Sa'd Abdullah Hussein","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1969; alt. DOB 1963; alt. DOB 11 Feb 1964; POB Al-Medinah, Saudi Arabia; nationality Saudi Arabia; Passport B 960789; alt. Passport G 649385 issued 08 Sep 2006 expires 17 Jul 2011."
6945,"BIN MARWAN, Bilal","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1947."
6946,"BIN MUHAMMAD, Ayadi Chafiq","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 21 Jan 1963; POB Safais (Sfax), Tunisia."
6947,"DARKAZANLI, Mamoun","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 04 Aug 1958; POB Aleppo, Syria; Passport 1310636262 (Germany)."
6948,"HIJAZI, Riad","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1968; POB California, USA; SSN 548-91-5411 (United States)."
6950,"UTHMAN, Omar Mahmoud","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 30 Dec 1960; alt. DOB 13 Dec 1960; POB Bethlehem, West Bank, Palestinian Territories; nationality Jordan; a.k.a. 'ABU ISMAIL'."
7006,"AWEYS, Hassan Dahir","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1935; citizen Somalia."
7114,"AL-AQSA ISLAMIC BANK",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
7115,"BEIT EL-MAL HOLDINGS",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
7116,"HOLY LAND FOUNDATION FOR RELIEF AND DEVELOPMENT",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"US FEIN 95-4227517; and other locations within the United States."
7132,"UMMAH TAMEER E-NAU",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"a.k.a. 'UTN'."
7133,"MAHMOOD, Sultan Bashir-Ud-Din","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1937; alt. DOB 1938; alt. DOB 1939; alt. DOB 1940; alt. DOB 1941; alt. DOB 1942; alt. DOB 1943; alt. DOB 1944; alt. DOB 1945; nationality Pakistan."
7135,"MAJEED, Abdul","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 15 Apr 1939; alt. DOB 1938; nationality Pakistan."
7138,"TUFAIL, Mohammed","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 05 May 1930; nationality Pakistan."
7140,"LASHKAR E-TAYYIBA",-0- ,"FTO] [SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"a.k.a. 'JUD'; a.k.a. 'TAJK'; a.k.a. 'MML'."
7141,"CONTINUITY IRA",-0- ,"FTO] [SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"a.k.a. 'CIRA'."
7142,"FIRST OF OCTOBER ANTIFASCIST RESISTANCE GROUP",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"a.k.a. 'GRAPO'."
7143,"LOYALIST VOLUNTEER FORCE",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"a.k.a. 'LVF'."
7144,"ORANGE VOLUNTEERS",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
7145,"RED HAND DEFENDERS",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"a.k.a. 'RHD'."
7146,"ULSTER DEFENCE ASSOCIATION",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
7148,"BOULGHITI, Boubekeur","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 13 Feb 1970; POB Rouiba, Algiers, Algeria; nationality Algeria; Gender Male; a.k.a. 'AL-JAZIRI, Abu Bakr'; a.k.a. 'AL DJAZAIRI, Abou Bakr'; a.k.a. 'EL DJAZAIRI, Abou Yasser'; a.k.a. 'AL-JAZARI, Yasir'; a.k.a. 'AL-JAZIRI, Abou Yasser'."
7149,"REVIVAL OF ISLAMIC HERITAGE SOCIETY",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"a.k.a. 'RIHS'; a.k.a. 'ASC'; a.k.a. 'SOCIAL DEVELOPMENT FOUNDATION'; a.k.a. 'AL-FURKAN'; a.k.a. 'AL-FORKAN'; a.k.a. 'MOSASA-TUL-FORQAN'; a.k.a. 'MOASSESA AL-FURQAN'; a.k.a. 'AL MOSUSTA FURQAN'; a.k.a. 'AL-MOSASATUL FURQAN'; a.k.a. 'JAMIAT AL-FURQAN'; a.k.a. 'HITRAS'."
7150,"AL-LIBI, Abd al-Muhsin","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 1966; alt. DOB 27 Oct 1969; nationality Libya; Passport 203037 (Libya); a.k.a. 'ABU ANAS'; a.k.a. ''ABD AL-MUHSI'; a.k.a. ''ABD AL-RAHMAN'."
7151,"ACCESOS ELECTRONICOS S.A.DE C.V.",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
7152,"ADMINISTRADORA DE INMUEBLES VIDA, S.A. DE C.V.",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
7153,"ADP, S.C.",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
7154,"COMPLEJO TURISTICO OASIS, S.A. DE C.V.",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
7156,"DISTRIBUIDORA IMPERIAL DE BAJA CALIFORNIA, S.A. DE C.V.",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"R.F.C. DIB-771110-HQ1 (Mexico)."
7157,"FARMACIA VIDA SUPREMA, S.A. DE C.V.",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"R.F.C. FVS-870610-LX3 (Mexico)."
7158,"FORPRES, S.C.",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
7160,"GEX EXPLORE S. DE R.L. DE C.V.",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
7161,"OPERADORA VALPARK, S.A. DE C.V.",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
7162,"VALPARK, S.A. DE C.V.",-0- ,"SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
7163,"AGUILAR AMAO, Miguel","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 29 Sep 1953; POB Santa Agueda,Baja California Sur,Mexico; R.F.C. AUAM-530929 (Mexico); Credencial electoral 101924629544 (Mexico)."
7164,"AGUIRRE GALINDO, Manuel","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 02 Nov 1950; POB Tijuana, Baja California, Mexico; R.F.C. AUGM-501102-PM3 (Mexico)."
7166,"ARELLANO FELIX, Enedina","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 12 Apr 1961."
7167,"FREGOSO AMEZQUITA, Maria Antonieta","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 29 Oct 1952; POB Guadalajara, Jalisco; R.F.C. AEL-980417-S51 (Mexico); Driver's License No. 180839 (Mexico); Credencial electoral 088455751391 (Mexico)."
7169,"GIL GARCIA, Jose Alejandro","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 22 Jan 1952; POB Culiacan, Sinaloa, Mexico; R.F.C. GIGA-520122 (Mexico); Credencial electoral 103624690069 (Mexico)."
7170,"HERNANDEZ PULIDO, Maria Elda","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 18 Aug 1971; POB Baja California Norte, Mexico."
7172,"MIJARES TRANCOSO, Gilberto","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 04 Feb 1951; POB Vicente Guerrero, Durango; Passport ASDI1418 (Mexico); Driver's License No. 210082884 (Mexico)."
7173,"MORENO MEDINA, Luis Ignacio","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 26 May 1953; POB Distrito Federal, Mexico; Passport 96020025125 (Mexico); alt. Passport ATIJ07154 (Mexico); R.F.C. MOML-530526-ED4 (Mexico)."
7174,"OROPEZA MEDRANO, Francisco Javier","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 23 Feb 1968; POB Coahuila, Mexico."
7176,"RAMIREZ AGUIRRE, Sergio Humberto","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 22 Nov 1951."
7177,"TOLEDO CARREJO, Luis Raul","individual","SDNTK",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 30 Jan 1959; POB Guadalajara, Jalisco, Mexico."
7178,"ABAUNZA MARTINEZ, Javier","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 01 Jan 1965; POB Guernica, Vizcaya Province, Spain; D.N.I. 78.865.882 (Spain); Member ETA."
7179,"ALBERDI URANGA, Itziar","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 07 Oct 1963; POB Durango, Vizcaya Province, Spain; D.N.I. 78.865.693 (Spain); Member ETA."
7180,"ALCALDE LINARES, Angel","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 02 May 1943; POB Portugalete, Vizcaya Province, Spain; D.N.I. 15.390.353 (Spain); Member ETA."
7181,"ALBISU IRIARTE, Miguel","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 07 Jun 1961; POB San Sebastian, Guizpucoa Province, Spain; D.N.I. 15.954.596 (Spain); Member ETA."
7182,"ARZALLUS TAPIA, Eusebio","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 08 Nov 1957; POB Regil, Guipuzcoa Province, Spain; D.N.I. 15.927.207 (Spain); Member ETA."
7183,"ELCORO AYASTUY, Paulo","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 22 Oct 1973; POB Vergara, Guipuzcoa Province, Spain; D.N.I. 15.394.062 (Spain); Member ETA."
7184,"FIGAL ARRANZ, Antonio Agustin","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 02 Dec 1972; POB Baracaldo, Vizcaya Province, Spain; D.N.I. 20.172.692 (Spain); Member ETA."
7185,"GOGEASCOECHEA ARRONATEGUI, Eneko","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 29 Apr 1967; POB Guernica, Vizacaya Province, Spain; D.N.I. 44.556.097 (Spain); Member ETA."
7186,"GOIRICELAYA GONZALEZ, Cristina","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 23 Dec 1967; POB Vergara, Guipuzcoa Province, Spain; D.N.I. 16.282.556 (Spain); Member ETA."
7187,"IPARRAGUIRRE GUENECHEA, Maria Soledad","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 25 Apr 1961; POB Escoriaza, Guipuzcoa Province, Spain; D.N.I. 16.255.819 (Spain); Member ETA."
7188,"MORCILLO TORRES, Gracia","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 15 Mar 1967; POB San Sebastian, Guipuzcoa Province, Spain; D.N.I. 72.439.052 (Spain); Member ETA."
7189,"MUGICA GONI, Ainhoa","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 27 Jun 1970; POB San Sebastian, Guipuzcoa Province, Spain; D.N.I. 34.101.243 (Spain); Member ETA."
7190,"MUNOA ORDOZGOITI, Alona","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 06 Jul 1976; POB Segura, Guipuzcoa Province, Spain; D.N.I. 35.771.259 (Spain); Member ETA."
7191,"NARVAEZ GONI, Juan Jesus","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 23 Feb 1961; POB Pamplona, Navarra Province, Spain; D.N.I. 15.841.101 (Spain); Member ETA."
7192,"OLARRA GURIDI, Juan Antonio","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 11 Sep 1967; POB San Sebastian, Guipuzcoa Province, Spain; D.N.I. 30.084.504 (Spain); Member ETA."
7193,"ORBE SEVILLANO, Zigor","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 22 Sep 1975; POB Basauri, Vizcaya Province, Spain; D.N.I. 45.622.851 (Spain); Member ETA."
7194,"OTEGUI UNANUE, Mikel","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 08 Oct 1972; POB Itsasondo, Guipuzcoa Province, Spain; D.N.I. 44.132.976 (Spain); Member ETA."
7195,"PEREZ ARAMBURU, Jon Inaki","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 18 Sep 1964; POB San Sebastian, Guipuzcoa Province, Spain; D.N.I. 15.976.521 (Spain); Member ETA."
7196,"SAEZ DE EGUILAZ MURGUIONDO, Carlos","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 09 Dec 1963; POB San Sebastian, Guipuzcoa Province, Spain; D.N.I. 15.962.687 (Spain); Member ETA."
7197,"URANGA ARTOLA, Kemen","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 25 May 1969; POB Ondarroa, Vizcaya Province, Spain; D.N.I. 30.627.290 (Spain); Member ETA."
7198,"VILA MICHELENA, Fermin","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 12 Mar 1970; POB Irun, Guipuzcoa Province, Spain; D.N.I. 15.254.214 (Spain); Member ETA."
7199,"AL-HARAMAIN ISLAMIC FOUNDATION",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
7200,"AL-AQSA MARTYRS BRIGADE",-0- ,"FTO] [SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- 
7201,"THE AID ORGANIZATION OF THE ULEMA",-0- ,"SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"Operations in Afghanistan: Herat, Jalalabad, Kabul, Kandahar, Mazar Sharif; Also operations in: Kosovo,Chechnya."
7203,"AOUADI, Mohamed Ben Belgacem","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 11 Dec 1974; POB Tunisia; nationality Tunisia; Passport L 191609 issued 28 Feb 1996 expires 27 Feb 2001; Italian Fiscal Code DAOMMD74T11Z352Z."
7204,"BEN HENI, Lased","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 05 Feb 1969; POB Libya; alt. POB Tripoli."
7205,"BOUCHOUCHA, Mokhtar","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 13 Oct 1969; POB Tunisia; nationality Tunisia; Passport K754050 issued 26 May 1999 expires 25 May 2004; Italian Fiscal Code BCHMHT69R13Z352T."
7207,"ES SAYED, Abdelkader Mahmoud","individual","SDGT",-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,-0- ,"DOB 26 Dec 1962; POB Egypt; Italian Fiscal Code SSYBLK62T26Z336L."
